step,temperature,twl
244,26.1935203552058,10418
245,24.883844337445506,9819
246,23.63965212057323,9891
247,22.45766951454457,10082
248,21.33478603881734,9714
249,20.268046736876475,9195
250,19.25464440003265,8975
251,18.291912180031016,8845
252,17.377316571029464,9126
253,16.50845074247799,8889
254,15.68302820535409,8458
255,14.898876795086384,8594
256,14.153932955332063,8526
257,13.44623630756546,8343
258,12.773924492187186,8283
259,12.135228267577826,8122
260,11.528466854198934,7578
261,10.952043511488986,8033
262,10.404441335914536,7652
263,9.884219269118809,7283
264,9.390008305662867,7181
265,8.920507890379724,6893
266,8.474482495860737,6873
267,8.0507583710677,6683
268,7.648220452514314,6553
269,7.2658094298885985,6424
270,6.902518958394168,6084
271,6.55739301047446,5950
272,6.229523359950736,5893
273,5.918047191953199,5759
274,5.622144832355539,5774
275,5.341037590737762,5619
276,5.073985711200874,5554
277,4.8202864256408295,5376
278,4.579272104358788,5340
279,4.350308499140848,5319
280,4.132793074183805,5180
281,3.926153420474615,5055
282,3.729845749450884,4988
283,3.54335346197834,4859
284,3.3661857888794224,4842
285,3.197876499435451,4776
286,3.0379826744636786,4688
287,2.886083540740495,4732
288,2.7417793637034698,4562
289,2.604690395518296,4530
290,2.474455875742381,4472
291,2.350733081955262,4469
292,2.2331964278574987,4404
293,2.1215366064646237,4367
294,2.0154597761413924,4250
295,1.9146867873343227,4206
296,1.8189524479676065,4159
297,1.728004825569226,4089
298,1.6416045842907645,4056
299,1.559524355076226,4050
300,1.4815481373224146,4019
301,1.407470730456294,3961
302,1.337097193933479,3938
303,1.270242334236805,3927
304,1.2067302175249648,3912
305,1.1463937066487164,3843
306,1.0890740213162806,3851
307,1.0346203202504665,3824
308,0.9828893042379431,3799
309,0.9337448390260459,3797
310,0.8870575970747435,3780
311,0.8427047172210063,3755
312,0.8005694813599559,3754
313,0.7605410072919581,3735
314,0.7225139569273601,3728
315,0.6863882590809921,3721
316,0.6520688461269425,3697
317,0.6194654038205953,3688
318,0.5884921336295655,3680
319,0.5590675269480873,3672
320,0.5311141506006829,3658
321,0.5045584430706487,3633
322,0.4793305209171162,3620
323,0.4553639948712604,3615
324,0.43259579512769736,3612
325,0.41096600537131245,3605
326,0.3904177051027468,3600
327,0.37089681984760947,3600
328,0.352351978855229,3596
329,0.3347343799124675,3585
330,0.3179976609168441,3578
331,0.3020977778710019,3571
332,0.2869928889774518,3563
333,0.2726432445285792,3549
334,0.2590110823021502,3545
335,0.2460605281870427,3538
336,0.23375750177769053,3531
337,0.222069626688806,3526
338,0.2109661453543657,3521
339,0.2004178380866474,3520
340,0.190396946182315,3520
341,0.18087709887319925,3517
342,0.17183324392953928,3517
343,0.1632415817330623,3515
344,0.15507950264640918,3511
345,0.14732552751408873,3506
346,0.13995925113838428,3505
347,0.13296128858146505,3504
348,0.1263132241523918,3501
349,0.1199975629447722,3497
350,0.11399768479753358,3496
351,0.10829780055765689,3491
352,0.10288291052977404,3490
353,0.09773876500328534,3489
354,0.09285182675312106,3483
355,0.088209235415465,3482
356,0.08379877364469175,3478
357,0.07960883496245716,3475
358,0.0756283932143343,3473
359,0.07184697355361759,3473
360,0.06825462487593671,3470
361,0.06484189363213988,3470
362,0.061599798950532886,3468
363,0.05851980900300624,3465
364,0.055593818552855924,3465
365,0.05281412762521313,3462
366,0.050173421243952465,3461
367,0.04766475018175484,3460
368,0.04528151267266709,3460
369,0.04301743703903373,3455
370,0.040866565187082045,3455
371,0.03882323692772794,3455
372,0.036882075081341545,3455
373,0.035037971327274466,3452
374,0.033286072760910744,3452
375,0.031621769122865205,3452
376,0.03004068066672194,3452
377,0.028538646633385845,3451
378,0.02711171430171655,3450
379,0.02575612858663072,3450
380,0.02446832215729918,3450
381,0.02324490604943422,3450
382,0.022082660746962506,3450
383,0.02097852770961438,3450
384,0.019929601324133663,3450
385,0.01893312125792698,3450
386,0.01798646519503063,3450
387,0.017087141935279097,3450
388,0.016232784838515143,3449
389,0.015421145596589384,3449
390,0.014650088316759914,3449
391,0.013917583900921918,3449
392,0.01322170470587582,3449
393,0.012560619470582029,3449
394,0.011932588497052926,3449
395,0.011335959072200278,3449
396,0.010769161118590264,3448
397,0.01023070306266075,3448
398,0.009719167909527713,3448
399,0.009233209514051327,3448
400,0.00877154903834876,3448
401,0.008332971586431322,3448
402,0.007916323007109755,3448
403,0.007520506856754267,3447
404,0.007144481513916554,3446
405,0.006787257438220726,3446
406,0.006447894566309689,3446
407,0.006125499837994205,3446
408,0.005819224846094494,3445
409,0.005528263603789769,3445
410,0.0052518504236002805,3444
411,0.0049892579024202665,3443
412,0.004739795007299253,3442
413,0.00450280525693429,3439
414,0.004277664994087576,3437
415,0.004063781744383196,3437
416,0.0038605926571640362,3437
417,0.0036675630243058342,3437
418,0.0034841848730905426,3435
419,0.003309975629436015,3435
420,0.0031444768479642143,3434
421,0.0029872530055660034,3434
422,0.002837890355287703,3434
