step,temperature,twl
249,58.37448494712591,35510
250,55.45576069976961,34450
251,52.68297266478113,34503
252,50.048824031542075,34314
253,47.54638282996497,34095
254,45.16906368846672,33922
255,42.91061050404338,34471
256,40.765079978841214,32917
257,38.726825979899154,32114
258,36.79048468090419,32203
259,34.95096044685898,32685
260,33.20341242451603,32234
261,31.54324180329023,31474
262,29.966079713125716,30607
263,28.46777572746943,30651
264,27.044386941095958,30348
265,25.69216759404116,30608
266,24.4075592143391,29178
267,23.187181253622143,29258
268,22.027822190941034,28481
269,20.926431081393982,27988
270,19.880109527324283,28119
271,18.886104050958068,27965
272,17.941798848410162,26724
273,17.044708905989655,26764
274,16.19247346069017,25887
275,15.38284978765566,25298
276,14.613707298272876,24908
277,13.883021933359231,24158
278,13.188870836691269,24476
279,12.529427294856704,23846
280,11.902955930113869,23004
281,11.307808133608175,22852
282,10.742417726927766,22046
283,10.205296840581378,21475
284,9.695031998552308,21463
285,9.210280398624692,20787
286,8.749766378693456,20852
287,8.312278059758784,20367
288,7.896664156770844,19651
289,7.501830948932302,19392
290,7.126739401485686,18965
291,6.7704024314114015,18473
292,6.431882309840831,17939
293,6.110288194348789,17614
294,5.804773784631349,17321
295,5.514535095399782,16908
296,5.2388083406297925,16726
297,4.976867923598302,16365
298,4.728024527418387,16174
299,4.4916233010474675,15718
300,4.267042135995094,15477
301,4.053690029195339,15126
302,3.851005527735572,14847
303,3.6584552513487933,14608
304,3.4755324887813535,14617
305,3.3017558643422857,14524
306,3.1366680711251713,14499
307,2.9798346675689125,14331
308,2.830842934190467,13863
309,2.6893007874809434,13806
310,2.554835748106896,13594
311,2.4270939607015514,13478
312,2.305739262666474,13297
313,2.19045229953315,13138
314,2.080929684556492,12964
315,1.9768832003286674,12910
316,1.878039040312234,12747
317,1.7841370882966223,12684
318,1.694930233881791,12522
319,1.6101837221877016,12456
320,1.5296745360783164,12397
321,1.4531908092744006,12313
322,1.3805312688106806,12205
323,1.3115047053701465,12182
324,1.2459294701016392,12091
325,1.1836329965965573,12059
326,1.1244513467667294,11997
327,1.068228779428393,11976
328,1.0148173404569731,11894
329,0.9640764734341244,11836
330,0.9158726497624181,11816
331,0.8700790172742972,11773
332,0.8265750664105822,11709
333,0.7852463130900531,11683
334,0.7459839974355504,11635
335,0.7086847975637729,11617
336,0.6732505576855842,11590
337,0.6395880298013049,11564
338,0.6076086283112396,11532
339,0.5772281968956776,11501
340,0.5483667870508937,11480
341,0.520948447698349,11448
342,0.49490102531343155,11408
343,0.47015597404775994,11365
344,0.44664817534537193,11350
345,0.4243157665781033,11343
346,0.40309997824919813,11314
347,0.3829449793367382,11278
348,0.36379773036990126,11250
349,0.3456078438514062,11232
350,0.32832745165883587,11214
351,0.31191107907589405,11190
352,0.29631552512209935,11172
353,0.2814997488659944,11155
354,0.26742476142269467,11138
355,0.2540535233515599,11125
356,0.2413508471839819,11116
357,0.2292833048247828,11105
358,0.21781913958354365,11091
359,0.20692818260436646,11077
360,0.19658177347414812,11069
361,0.18675268480044072,11043
362,0.17741505056041867,11034
363,0.16854429803239773,11026
364,0.16011708313077783,11019
365,0.15211122897423893,11011
366,0.144505667525527,11002
367,0.13728038414925064,10994
368,0.1304163649417881,10988
369,0.12389554669469868,10981
370,0.11770076935996375,10972
371,0.11181573089196556,10971
372,0.10622494434736728,10963
373,0.10091369712999891,10962
374,0.09586801227349896,10958
375,0.09107461165982401,10955
376,0.08652088107683281,10950
377,0.08219483702299117,10944
378,0.0780850951718416,10943
379,0.07418084041324952,10937
380,0.07047179839258703,10928
381,0.06694820847295768,10925
382,0.06360079804930979,10919
383,0.0604207581468443,10918
384,0.05739972023950208,10915
385,0.05452973422752697,10913
386,0.05180324751615062,10910
387,0.04921308514034309,10905
388,0.04675243088332593,10903
389,0.04441480933915963,10895
390,0.042194068872201645,10887
391,0.04008436542859156,10887
392,0.03808014715716198,10887
393,0.036176139799303876,10881
394,0.03436733280933868,10875
395,0.032648966168871744,10869
396,0.031016517860428156,10867
397,0.029465691967406747,10865
398,0.02799240736903641,10863
399,0.026592787000584588,10861
400,0.025263147650555356,10859
401,0.02399999026802759,10856
402,0.022799990754626208,10856
403,0.021659991216894898,10853
404,0.02057699165605015,10849
405,0.01954814207324764,10846
406,0.018570734969585258,10843
407,0.017642198221105992,10836
408,0.016760088310050693,10833
409,0.015922083894548158,10830
410,0.01512597969982075,10828
411,0.014369680714829712,10828
412,0.013651196679088226,10825
413,0.012968636845133814,10823
414,0.012320205002877123,10822
415,0.011704194752733266,10822
416,0.011118985015096602,10821
417,0.010563035764341772,10820
418,0.010034883976124682,10817
419,0.009533139777318449,10817
420,0.009056482788452527,10814
421,0.0086036586490299,10812
422,0.008173475716578404,10811
423,0.0077648019307494836,10811
424,0.007376561834212009,10806
425,0.007007733742501408,10805
426,0.006657347055376337,10804
427,0.00632447970260752,10804
428,0.006008255717477143,10802
429,0.005707842931603286,10799
430,0.005422450785023122,10799
431,0.0051513282457719654,10797
432,0.004893761833483367,10792
433,0.004649073741809198,10792
434,0.004416620054718739,10790
435,0.004195789051982802,10790
436,0.003985999599383661,10788
437,0.003786699619414478,10787
438,0.003597364638443754,10784
439,0.0034174964065215663,10783
440,0.003246621586195488,10783
441,0.0030842905068857135,10780
442,0.002930075981541428,10778
443,0.0027835721824643563,10772
444,0.0026443935733411385,10771
