step,temperature,twl
252,30.232226219636786,18786
253,28.720614908654944,19018
254,27.284584163222195,18263
255,25.920354955061086,18469
256,24.62433720730803,17985
257,23.393120346942627,17424
258,22.223464329595494,17323
259,21.112291113115717,16955
260,20.05667655745993,16267
261,19.053842729586933,16180
262,18.101150593107587,15573
263,17.196093063452206,15783
264,16.336288410279597,15580
265,15.519473989765617,15429
266,14.743500290277336,14674
267,14.006325275763468,14634
268,13.306009011975293,14138
269,12.640708561376528,13827
270,12.0086731333077,13888
271,11.408239476642315,13624
272,10.8378275028102,13393
273,10.29593612766969,13081
274,9.781139321286204,12578
275,9.292082355221893,12369
276,8.827478237460799,11964
277,8.386104325587759,11884
278,7.96679910930837,11690
279,7.5684591538429515,11587
280,7.190036196150803,11050
281,6.830534386343262,10981
282,6.489007667026099,10737
283,6.164557283674794,10693
284,5.856329419491054,10339
285,5.563512948516501,10279
286,5.285337301090676,10236
287,5.021070436036142,9741
288,4.7700169142343345,9506
289,4.531516068522618,9337
290,4.304940265096486,9313
291,4.089693251841662,9160
292,3.8852085892495785,9044
293,3.6909481597870992,8805
294,3.5064007517977442,8758
295,3.331080714207857,8456
296,3.164526678497464,8386
297,3.0063003445725904,8186
298,2.855985327343961,8059
299,2.7131860609767626,7926
300,2.577526757927924,7915
301,2.448650420031528,7839
302,2.3262178990299516,7704
303,2.209907004078454,7630
304,2.099411653874531,7592
305,1.9944410711808043,7496
306,1.8947190176217639,7443
307,1.7999830667406755,7385
308,1.7099839134036416,7383
309,1.6244847177334596,7318
310,1.5432604818467865,7276
311,1.4660974577544472,7224
312,1.3927925848667249,7158
313,1.3231529556233885,7089
314,1.2569953078422191,7021
315,1.1941455424501082,6985
316,1.1344382653276026,6963
317,1.0777163520612225,6919
318,1.0238305344581613,6888
319,0.9726390077352531,6860
320,0.9240070573484904,6815
321,0.8778067044810659,6742
322,0.8339163692570125,6713
323,0.7922205507941619,6677
324,0.7526095232544537,6646
325,0.714979047091731,6617
326,0.6792300947371445,6604
327,0.6452685900002872,6582
328,0.6130051605002729,6574
329,0.5823549024752592,6534
330,0.5532371573514963,6514
331,0.5255752994839215,6499
332,0.49929653450972533,6486
333,0.47433170778423905,6471
334,0.4506151223950271,6463
335,0.42808436627527574,6455
336,0.4066801479615119,6447
337,0.3863461405634363,6440
338,0.36702883353526444,6431
339,0.3486773918585012,6422
340,0.33124352226557613,6421
341,0.3146813461522973,6409
342,0.2989472788446824,6393
343,0.2839999149024483,6391
344,0.2697999191573259,6386
345,0.25630992319945956,6371
346,0.24349442703948657,6364
347,0.23131970568751223,6358
348,0.2197537204031366,6351
349,0.20876603438297975,6350
350,0.19832773266383075,6346
351,0.1884113460306392,6341
352,0.17899077872910724,6339
353,0.17004123979265187,6332
354,0.16153917780301927,6326
355,0.1534622189128683,6324
356,0.14578910796722488,6322
357,0.13849965256886362,6318
358,0.13157466994042044,6317
359,0.12499593644339942,6311
360,0.11874613962122944,6307
361,0.11280883264016797,6300
362,0.10716839100815957,6293
363,0.10180997145775159,6288
364,0.096719472884864,6282
365,0.0918834992406208,6280
366,0.08728932427858975,6273
367,0.08292485806466025,6268
368,0.07877861516142724,6265
369,0.07483968440335588,6264
370,0.07109770018318809,6260
371,0.06754281517402869,6254
372,0.06416567441532725,6249
373,0.06095739069456089,6241
374,0.05790952115983284,6237
375,0.05501404510184119,6233
376,0.05226334284674913,6233
377,0.04965017570441167,6231
378,0.04716766691919109,6228
379,0.04480928357323153,6227
380,0.042568819394569954,6225
381,0.04044037842484145,6225
382,0.03841835950359938,6225
383,0.036497441528419404,6225
384,0.03467256945199843,6225
385,0.03293894097939851,6220
386,0.03129199393042858,6218
387,0.029727394233907148,6215
388,0.028241024522211788,6212
389,0.026828973296101198,6207
390,0.025487524631296138,6207
391,0.024213148399731328,6206
392,0.02300249097974476,6204
393,0.02185236643075752,6204
394,0.020759748109219645,6202
395,0.01972176070375866,6200
396,0.018735672668570725,6200
397,0.01779888903514219,6197
398,0.01690894458338508,6194
399,0.016063497354215823,6193
400,0.01526032248650503,6193
401,0.014497306362179779,6190
402,0.013772441044070789,6189
403,0.013083818991867249,6188
404,0.012429628042273886,6186
405,0.01180814664016019,6186
406,0.01121773930815218,6185
407,0.01065685234274457,6183
408,0.010124009725607341,6179
409,0.009617809239326975,6178
410,0.009136918777360626,6177
411,0.008680072838492595,6176
412,0.008246069196567965,6174
413,0.007833765736739566,6174
414,0.0074420774499025875,6170
415,0.007069973577407458,6170
416,0.006716474898537085,6169
417,0.006380651153610231,6169
418,0.006061618595929719,6169
419,0.005758537666133233,6168
420,0.005470610782826571,6168
421,0.005197080243685242,6168
422,0.004937226231500979,6167
423,0.00469036491992593,6166
424,0.004455846673929634,6165
425,0.0042330543402331515,6164
426,0.0040214016232214935,6161
427,0.0038203315420604184,6161
428,0.003629314964957397,6160
429,0.0034478492167095273,6160
430,0.003275456755874051,6159
431,0.003111683918080348,6157
432,0.0029560997221763302,6157
433,0.0028082947360675136,6157
434,0.0026678799992641378,6157
