step,temperature,twl
223,321.5545869571688,56271
224,305.47685760931034,56692
225,290.20301472884483,55760
226,275.6928639924026,57351
227,261.90822079278246,56317
228,248.8128097531433,56765
229,236.37216926548615,56025
230,224.55356080221182,56930
231,213.32588276210123,55474
232,202.65958862399617,56343
233,192.52660919279634,56330
234,182.9002787331565,56618
235,173.75526479649866,56084
236,165.06750155667373,54791
237,156.81412647884005,56532
238,148.97342015489804,55527
239,141.52474914715313,55379
240,134.44851168979548,55958
241,127.7260861053057,55742
242,121.33978180004041,55631
243,115.27279271003839,54944
244,109.50915307453646,54382
245,104.03369542080964,53300
246,98.83201064976915,54891
247,93.89041011728068,53461
248,89.19588961141665,53179
249,84.73609513084581,53562
250,80.49929037430351,52837
251,76.47432585558833,53142
252,72.65060956280891,52813
253,69.01807908466846,52677
254,65.56717513043503,52475
255,62.28881637391328,51286
256,59.17437555521761,52323
257,56.21565677745672,51703
258,53.40487393858388,51906
259,50.734630241654685,52071
260,48.197898729571946,49718
261,45.788003793093345,50114
262,43.498603603438674,48939
263,41.32367342326674,48338
264,39.2574897521034,49778
265,37.29461526449823,49396
266,35.42988450127332,48537
267,33.65839027620965,48637
268,31.975470762399166,47733
269,30.376697224279205,46774
270,28.857862363065244,46159
271,27.41496924491198,46046
272,26.04422078266638,44789
273,24.74200974353306,44590
274,23.504909256356406,44652
275,22.329663793538586,44089
276,21.213180603861655,44250
277,20.152521573668572,42764
278,19.144895494985143,41795
279,18.187650720235883,41393
280,17.27826818422409,40433
281,16.414354775012885,39578
282,15.59363703626224,40053
283,14.813955184449128,38790
284,14.073257425226672,37505
285,13.369594553965337,37349
286,12.70111482626707,36788
287,12.066059084953716,36670
288,11.46275613070603,35521
289,10.889618324170728,34899
290,10.345137407962191,34377
291,9.82788053756408,33886
292,9.336486510685877,32939
293,8.869662185151583,32196
294,8.426179075894003,32065
295,8.004870122099303,30927
296,7.604626615994338,30362
297,7.22439528519462,29286
298,6.863175520934889,29003
299,6.520016744888144,28158
300,6.194015907643736,28065
301,5.884315112261549,27832
302,5.590099356648472,26736
303,5.310594388816048,26667
304,5.045064669375245,26405
305,4.792811435906483,25743
306,4.553170864111158,25381
307,4.325512320905601,24969
308,4.10923670486032,24456
309,3.9037748696173042,23918
310,3.708586126136439,23867
311,3.523156819829617,23671
312,3.346998978838136,23196
313,3.179649029896229,23045
314,3.0206665784014173,22700
315,2.869633249481346,22235
316,2.7261515870072786,22007
317,2.5898440076569145,21887
318,2.4603518072740687,21624
319,2.337334216910365,21492
320,2.2204675060648467,21290
321,2.109444130761604,21170
322,2.003971924223524,20976
323,1.9037733280123477,20720
324,1.8085846616117303,20605
325,1.7181554285311436,20401
326,1.6322476571045863,20335
327,1.550635274249357,20272
328,1.473103510536889,20143
329,1.3994483350100446,20053
330,1.3294759182595424,19941
331,1.2630021223465653,19858
332,1.199852016229237,19707
333,1.139859415417775,19613
334,1.0828664446468863,19502
335,1.028723122414542,19419
336,0.9772869662938147,19330
337,0.928422617979124,19270
338,0.8820014870801677,19160
339,0.8379014127261593,19085
340,0.7960063420898512,19044
341,0.7562060249853586,18995
342,0.7183957237360906,18951
343,0.682475937549286,18893
344,0.6483521406718217,18858
345,0.6159345336382306,18816
346,0.585137806956319,18805
347,0.555880916608503,18748
348,0.5280868707780778,18729
349,0.501682527239174,18704
350,0.4765984008772152,18663
351,0.4527684808333544,18649
352,0.4301300567916867,18610
353,0.40862355395210237,18568
354,0.3881923762544972,18530
355,0.3687827574417723,18490
356,0.3503436195696837,18456
357,0.3328264385911995,18430
358,0.3161851166616395,18414
359,0.3003758608285575,18391
360,0.2853570677871296,18365
361,0.2710892143977731,18348
362,0.2575347536778844,18330
363,0.24465801599399017,18311
364,0.23242511519429065,18291
365,0.22080385943457612,18282
366,0.2097636664628473,18257
367,0.19927548313970492,18240
368,0.18931170898271965,18229
369,0.17984612353358365,18214
370,0.17085381735690447,18193
371,0.16231112648905924,18176
372,0.15419557016460628,18160
373,0.14648579165637596,18154
374,0.13916150207355715,18145
375,0.1322034269698793,18136
376,0.12559325562138532,18112
377,0.11931359284031605,18103
378,0.11334791319830025,18095
379,0.10768051753838523,18088
380,0.10229649166146597,18078
381,0.09718166707839267,18066
382,0.09232258372447302,18052
383,0.08770645453824936,18044
384,0.0833211318113369,18040
385,0.07915507522077005,18035
386,0.07519732145973154,18027
387,0.07143745538674497,18021
388,0.06786558261740772,18008
389,0.06447230348653733,17999
390,0.06124868831221046,17993
391,0.05818625389659993,17987
392,0.05527694120176994,17980
393,0.05251309414168144,17975
394,0.049887439434597364,17973
395,0.04739306746286749,17971
396,0.045023414089724115,17960
397,0.042772243385237906,17958
398,0.04063363121597601,17949
399,0.03860194965517721,17941
400,0.03667185217241835,17936
401,0.03483825956379743,17934
402,0.033096346585607554,17932
403,0.03144152925632718,17922
404,0.029869452793510817,17912
405,0.028375980153835276,17905
406,0.02695718114614351,17898
407,0.025609322088836334,17892
408,0.024328855984394517,17885
409,0.02311241318517479,17882
410,0.02195679252591605,17881
411,0.020858952899620246,17872
412,0.019816005254639234,17866
413,0.018825204991907273,17864
414,0.01788394474231191,17860
415,0.01698974750519631,17857
416,0.016140260129936496,17854
417,0.01533324712343967,17854
418,0.014566584767267686,17851
419,0.013838255528904301,17850
420,0.013146342752459085,17846
421,0.01248902561483613,17842
422,0.011864574334094324,17834
423,0.011271345617389607,17831
424,0.010707778336520125,17828
425,0.010172389419694118,17825
426,0.009663769948709412,17822
427,0.009180581451273942,17816
428,0.008721552378710244,17813
429,0.008285474759774732,17813
430,0.007871201021785994,17811
431,0.007477640970696695,17809
432,0.00710375892216186,17808
433,0.006748570976053766,17806
434,0.006411142427251077,17800
435,0.006090585305888523,17799
436,0.005786056040594096,17799
437,0.005496753238564391,17798
438,0.005221915576636172,17796
439,0.0049608197978043625,17792
440,0.004712778807914144,17790
441,0.004477139867518437,17784
442,0.004253282874142515,17780
443,0.004040618730435389,17775
444,0.00383858779391362,17775
445,0.0036466584042179387,17770
446,0.0034643254840070418,17768
447,0.0032911092098066893,17765
448,0.003126553749316355,17764
449,0.002970226061850537,17761
450,0.0028217147587580103,17756
451,0.00268062902082011,17753
